"cluster","n_cells","pct"
"0",1840,34.6255175009409
"1",879,16.5412118931125
"10",89,1.67482122694769
"11",39,0.733910425291682
"12",22,0.414000752728641
"2",657,12.3635679337599
"3",517,9.72901768912307
"4",450,8.46819721490403
"5",218,4.10237109522017
"6",206,3.87655250282273
"7",190,3.57546104629281
"8",116,2.18291305984193
"9",91,1.71245765901393
